uid,title,authors,source,year,doi,times_cited,author_keywords,document_type,wos_url,search_source
WOS:A1992JJ74800004,DETERMINANTS OF NEED AND UNMET NEED AMONG CANCER-PATIENTS RESIDING AT HOME,"MOR, V; ALLEN, SM; SIEGEL, K; HOUTS, P",HEALTH SERVICES RESEARCH,1992,,71,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1992JJ74800004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:A1993KG46500017,"EVIDENCE OF UNMET NEED IN THE CARE OF SEVERELY PHYSICALLY DISABLED ADULTS (RETRACTED ARTICLE. SEE VOL 316, PG 1700, 1998)","WILLIAMS, MH; BOWIE, C",BMJ-BRITISH MEDICAL JOURNAL,1993,10.1136/bmj.306.6870.95,22,,Article; Retracted Publication,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1993KG46500017&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:A1994NV79900020,GENDER DIFFERENCES IN SPOUSAL CAREGIVING AND UNMET NEED FOR CARE,"ALLEN, SM",JOURNALS OF GERONTOLOGY,1994,10.1093/geronj/49.4.S187,145,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1994NV79900020&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:A1997XV44900006,Unmet needs for formal home and community services among African American and White older adults: The Forsyth County Aging Study,"Jackson, SA; Mittelmark, MB",JOURNAL OF APPLIED GERONTOLOGY,1997,10.1177/073346489701600306,10,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1997XV44900006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:A1997YE81300005,The prevalence and consequences of unmet need - Contrasts between cider and younger adults with disability,"Allen, SM; Mor, V",MEDICAL CARE,1997,10.1097/00005650-199711000-00005,176,disability; unmet need; home care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1997YE81300005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000079505200008,Unmet care demands as perceived by stroke patients: deficits in health care?,"Reimer, WJMSO; de Haan, RJ; Rijnders, PT; Limburg, M; van den Bos, GAM",QUALITY IN HEALTH CARE,1999,10.1136/qshc.8.1.30,29,stroke; patients; unmet care; community care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000079505200008&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000086106500015,"Psychiatric morbidity, service use, and need for care in the general population: Results of the Netherlands Mental Health Survey and Incidence Study","Bijl, RV; Ravelli, A",AMERICAN JOURNAL OF PUBLIC HEALTH,2000,10.2105/AJPH.90.4.602,269,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000086106500015&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000086630500005,Unmet needs for assistance with ADLs and IADLs:: A measure of healthy life expectancy,"Carrière, Y; Légaré, J",SOCIAL INDICATORS RESEARCH,2000,10.1023/A:1007078310669,9,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000086630500005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000166201900028,"Assessing needs from patient, carer and professional perspectives: the Camberwell Assessment of Need for Elderly people in primary care","Walters, K; Iliffe, S; Tai, SS; Orrell, M",AGE AND AGEING,2000,10.1093/ageing/29.6.505,81,aged 80 and over; geriatric assessment; health services for the aged; needs assessment,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000166201900028&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000166877300009,Unmet need for personal assistance with activities of daily living among older adults,"Desai, MM; Lentzner, HR; Weeks, JD",GERONTOLOGIST,2001,10.1093/geront/41.1.82,165,elderly persons; ADLs; disability; living arrangements,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000166877300009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000168136400004,Telephone support groups for seniors with disabilities,"Stewart, M; Mann, K; Jackson, S; Downe-Wamboldt, B; Bayers, L; Slater, M; Turner, L",CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,2001,10.1017/S0714980800012137,13,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000168136400004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000169387000007,Predictors of incident care service utilisation for mental health problems in the Dutch general population,"ten Have, M; Vollebergh, W; Bijl, RV; de Graaf, R",SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2001,10.1007/s001270050303,32,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000169387000007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000178005600019,Unmet nursing care needs of home-based disabled patients,"Hung, LC; Liu, CC; Kuo, HW",JOURNAL OF ADVANCED NURSING,2002,10.1046/j.1365-2648.2002.02344.x,21,unmet; nursing care needs; home-based; disabled; activity of daily living; family caregiving,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000178005600019&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000179399100005,The unmet needs of young people who have had a stroke: results of a national UK survey,"Kersten, P; Low, JTS; Ashburn, A; George, SL; McLellan, DL",DISABILITY AND REHABILITATION,2002,10.1080/09638280210142167,107,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000179399100005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000181410000022,Oral health status of rural adults in the United States,"Vargas, CM; Dye, BA; Hayes, KL",JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,2002,10.14219/jada.archive.2002.0120,59,,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000181410000022&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000182077500003,Outcomes of managed care of dually eligible older persons,"Kane, RL; Homyak, P; Bershadsky, B; Lum, YS; Siadaty, MS",GERONTOLOGIST,2003,10.1093/geront/43.2.165,16,dual eligibles; managed care; Medicare; Medicaid,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000182077500003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000183603900007,A comparison of assistive technology and personal care in alleviating disability and unmet need,"Agree, EM; Freedman, VA",GERONTOLOGIST,2003,10.1093/geront/43.3.335,65,long-term care; effectiveness; activities of daily living,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000183603900007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000185640800007,Unmet home care needs among community-dwelling elderly people in Spain,"Otero, A; de Yébenes, MJG; Rodríguez-Laso, A; Victoria, M",AGING CLINICAL AND EXPERIMENTAL RESEARCH,2003,10.1007/BF03324504,42,community care; community-dwelling older people; dependency; functional disability; home care needs; needs assessment,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000185640800007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000187415700005,Delayed discharge - a solvable problem? The place of intermediate care in mental health care of older people,"Paton, JM; Fahy, MA; Livingston, GA",AGING & MENTAL HEALTH,2004,10.1080/13607860310001613310,13,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000187415700005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000220116600011,Unmet need for personal assistance services: Estimating the shortfall in hours of help and adverse consequences,"LaPlante, MP; Kaye, HS; Kang, T; Harrington, C",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2004,10.1093/geronb/59.2.S98,171,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000220116600011&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000225203000001,"Study of unmet needs in symptomatic veterans with advanced cancer: Incidence, independent predictors and unmet needs outcome model","Hwang, SS; Chang, VT; Cogswell, J; Alejandro, Y; Osenenko, P; Morales, E; Srinivas, S; Kasimis, B",JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,2004,10.1016/j.jpainsymman.2004.02.023,79,unmet needs of advanced cancer patients; palliative care; symptom distress; quality of life; functional status; psychosocial needs; veteran,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000225203000001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000210698300007,The Needs of Older People in Sheltered Housing: A Comparison of Inner City and New Town Areas,"Field, Elizabeth; Walker, Mike; Hancock, Geraldine; Orrell, Martin",JOURNAL OF HOUSING FOR THE ELDERLY,2005,10.1300/J081v19n02_07,12,Sheltered housing; needs; older people; CANE; assessment,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000210698300007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000231636800007,Unmet long-term care needs: An analysis of medicare-medicaid dual eligibles,"Komisar, HL; Feder, J; Kasper, JD",INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,2005,10.5034/inquiryjrnl_42.2.171,76,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000231636800007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000230190300014,Living quarters and unmet need for personal care assistance among adults with disabilities,"Newcomer, R; Kang, T; LaPlante, M; Kaye, S",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2005,10.1093/geronb/60.4.S205,48,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000230190300014&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000230992800003,Mental health and social care needs of older people with intellectual disabilities,"Strydom, A; Hassiotis, A; Livingston, G",JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,2005,10.1111/j.1468-3148.2005.00221.x,26,ageing; geriatrics; intellectual disabilities; mental health; mental retardation; needs; social care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000230992800003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000241708600002,Unmet needs for supportive services: A comparison of rural and urban older adults,"Li, Hong",JOURNAL OF SOCIAL SERVICE RESEARCH,2006,10.1300/J079v32n03_02,3,rural/urban differences; supportive services; unmet needs; older adults,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000241708600002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000268966500003,Unmet Need in Dementia Caregiving: Current Findings and Future Directions,"Anderson, Keith A.; Gaugler, Joseph E.",TOPICS IN ALZHEIMER'S DISEASE,2006,,1,,Article; Book,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000268966500003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000238749400005,Factors associated with life space among community-living rural elders in Japan,"Murata, Chiyoe; Kondo, Takaaki; Tamakoshi, Koji; Yatsuya, Hiroshi; Toyoshima, Hideaki",PUBLIC HEALTH NURSING,2006,10.1111/j.1525-1446.2006.00568.x,52,activities of daily living; disability; elderly; environment; rural health,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000238749400005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000242811800008,Medication use among Medicaid users of home and community-based services,"Shinogle, Judith; Wiener, Joshua M.",HEALTH CARE FINANCING REVIEW,2006,,4,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000242811800008&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000242811800006,Personal care satisfaction among aged and physically disabled Medicaid beneficiaries,"Khatutsky, Galina; Anderson, Wayne L.; Wiener, Joshua M.",HEALTH CARE FINANCING REVIEW,2006,,11,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000242811800006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000240837500007,Health care utilization among persons who are unemployed or outside the labour force,"Ahs, Annika Maria Helen; Westerling, Ragnar",HEALTH POLICY,2006,10.1016/j.healthpol.2005.10.010,65,unemployment; health care utilization; perceived unmet care needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000240837500007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000242240400004,"Impact of familial adenomatous polyposis on young adults: Attitudes toward genetic testing, support, and information needs","Andrews, Lesley; Mireskandari, Shab; Jessen, Jaime; Thewes, Belinda; Solomon, Michael; Macrae, Finlay; Meiser, Bettina",GENETICS IN MEDICINE,2006,10.1097/01.gim.0000245574.75877.b9,27,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000242240400004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000241787100009,Care needs assessment of older Chinese individuals with dementia of Hong Kong,"Chung, J. C. C.",AGING & MENTAL HEALTH,2006,10.1080/13607860600650532,20,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000241787100009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000254424000079,Sustaining long term care for the elderly during dynamic national population structure changes,"Heffernan, Mark; McDonnell, Geoff","PROCEEDINGS OF THE 2007 CONFERENCE ON SYSTEMS SCIENCE, MANAGEMENT SCIENCE AND SYSTEM DYNAMICS: SUSTAINABLE DEVELOPMENT AND COMPLEX SYSTEMS, VOLS 1-10",2007,,1,demographics; aged care; long term care; service provision; health system dynamics,Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000254424000079&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000256018000006,Association of unmet need with self-rated health in a community dwelling cohort of disabled seniors 75 years of age and over,"Quail, Jacqueline M.; Addona, Vittorio; Wolfson, Christina; Podoba, John E.; Levesque, Louise Y.; Dupuis, Josette",EUROPEAN JOURNAL OF AGEING,2007,10.1007/s10433-007-0042-8,24,self-rated health; unmet need; cross-sectional; older adults; community dwelling,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000256018000006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000250995500009,A cluster randomised controlled trial to reduce the unmet needs of people with dementia living in residential care,"Orrell, Martin; Hancock, Geraldine; Hoe, Juanita; Woods, Bob; Livingston, Gill; Challis, David",INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,2007,10.1002/gps.1801,37,dementia; needs; older people; CANE; interventions; residential care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000250995500009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000250498900012,The meaning of care dependency as shared by care givers and care recipients: a concept analysis,"Boggatz, Thomas; Dijkstra, Ate; Lohrmann, Christa; Dassen, Theo",JOURNAL OF ADVANCED NURSING,2007,10.1111/j.1365-2648.2007.04456.x,45,care dependency; care givers; care recipients; concept analysis; functional limitations; nursing; self-care deficit; unmet needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000250498900012&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000260669300002,Adjusting to personal and organisational change: Views and experiences of female nurses aged 40-60 years,"Gabrielle, Sarah; Jackson, Debra; Mannix, Judy",COLLEGIAN,2008,10.1016/j.colegn.2007.09.001,19,Ageing; Older; Female nurses; Qualitative; Feminist,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000260669300002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000259622500003,Unmet needs and health care utilization in young adults with cerebral palsy,"Nieuwenhuijsen, Channah; van der Laar, Yvette; Donkervoort, Mireille; Nieuwstraten, Wilbert; Roebroeck, Marij E.; Stam, Henk J.",DISABILITY AND REHABILITATION,2008,10.1080/09638280701622929,54,cerebral palsy; young adults; unmet needs; health care utilization,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000259622500003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000255098500005,Age-related macular degeneration and low-vision rehabilitation: a systematic review,"Hooper, Phil; Jutai, Jeffrey W.; Strong, Graham; Russell-Minda, Elizabeth",CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,2008,10.3129/i08-001,410,retinal degeneration; vision disorders; assistive technology; evidence-based medicine; rehabilitation,Review,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000255098500005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000262810600295,IDENTIFYING DISPARITIES AND UNMET CARE NEEDS OF SPECIFIC POPULATIONS OF OLDER ADULTS,"D'Avolio, D.; Shawler, C.; Capezuti, E.",GERONTOLOGIST,2008,,0,,Abstract,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000262810600295&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000265292900008,A population approach to understanding children's access to assistive technology,"Benedict, R. E.; Baumgardner, A. M.",DISABILITY AND REHABILITATION,2009,10.1080/09638280802239573,7,Assistive technology; children with special needs; quality; service delivery,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000265292900008&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000263817200004,A COMPARATIVE ANALYSIS OF MEDICAID LONG-TERM CARE POLICIES AND THEIR EFFECTS ON ELDERLY DUAL ENROLLEES,"Rice, J. Bradford; Kasper, Judith D.; Pezzin, Liliana E.",HEALTH ECONOMICS,2009,10.1002/hec.1367,19,medicaid; health policy; long-term care; dual enrollees; disability; unmet needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000263817200004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000212451500007,"'Your whole Life, Your whole World, It Changes': Partners' Experiences of Living with Rheumatoid Arthritis","Matheson, L.; Harcourt, D.; Hewlett, S.",MUSCULOSKELETAL CARE,2010,10.1002/msc.165,34,Burden; partners; psychosocial qualitative research; rheumatoid arthritis,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000212451500007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000275441800001,Understanding Factors That Influence Success of Home- and Community-Based Services in Keeping Older Adults in Community Settings,"Chen, Ya-Mei; Thompson, Elaine Adams",JOURNAL OF AGING AND HEALTH,2010,10.1177/0898264309356593,54,health services; nursing homes; policy; HCBS; home- and community-based services,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000275441800001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000421256300003,The New Zealand informal caregivers and their unmet needs,"Jorgensen, Diane; Parsons, Matthew; Jacobs, Stephen; Arksey, Hilary",NEW ZEALAND MEDICAL JOURNAL,2010,,24,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000421256300003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000280828900003,Exploration of Informal Caregiving Following Hip Fracture,"Nahm, Eun-Shim; Resnick, Barbara; Orwig, Denise; Magaziner, Jay; DeGrezia, Mary",GERIATRIC NURSING,2010,10.1016/j.gerinurse.2010.01.003,66,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000280828900003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000282322300006,Return Migration and the Health of Older Aged Parents: Evidence From Rural Thailand,"Zimmer, Zachary; Knodel, John",JOURNAL OF AGING AND HEALTH,2010,10.1177/0898264309360673,12,demography; living arrangements; Asians; families; migration,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000282322300006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000208731700086,Unmet need and psychological distress predict emergency department visits in community-dwelling elderly women: a prospective cohort study,"Quail, Jacqueline M.; Wolfson, Christina; Lippman, Abby",BMC GERIATRICS,2011,10.1186/1471-2318-11-86,16,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000208731700086&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000298106100006,Unmet Need for Assistance to Perform Activities of Daily Living and Psychological Distress in Community-Dwelling Elderly Women,"Quail, Jacqueline M.; Wolfson, Christina; Lippman, Abby",CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,2011,10.1017/S0714980811000493,28,aging/vieillissment; unmet need; disability; elderly; mental health,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000298106100006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000213951400002,Predictors of unmet needs for communication and mobility assistive devices among youth with a disability: the role of socio-cultural factors,"Lindsay, Sally; Tsybina, Irina",DISABILITY AND REHABILITATION-ASSISTIVE TECHNOLOGY,2011,10.3109/17483107.2010.514972,25,Augmentative and alternative communication; assistive devices; mobility devices; adolescents; unmet needs; sociocultural,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000213951400002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000288215600010,"Activity of Daily Living Staging, Chronic Health Conditions, and Perceived Lack of Home Accessibility Features for Elderly People Living in the Community","Stineman, Margaret G.; Xie, Dawei; Pan, Qiang; Kurichi, Jibby E.; Saliba, Debra; Streim, Joel",JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,2011,10.1111/j.1532-5415.2010.03287.x,56,activities of daily living; staging; chronic disease; environment; biopsycho-ecological framework,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000288215600010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000288093500010,Identification of community-residing individuals with dementia and their unmet needs for care,"Johnston, D.; Samus, Q. M.; Morrison, A.; Leoutsakos, J. S.; Hicks, K.; Handel, S.; Rye, R.; Robbins, B.; Rabins, P. V.; Lyketsos, C. G.; Black, B. S.",INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,2011,10.1002/gps.2527,62,dementia; needs assessment; community outreach; caregivers; telephone screen; in-home dementia evaluation; home-based dementia care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000288093500010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000296549600003,Unmet needs for home and community-based services among persons with disabilities in Massachusetts,"Mitra, Monika; Bogen, Karen; Long-Bellil, Linda M.; Heaphy, Dennis",DISABILITY AND HEALTH JOURNAL,2011,10.1016/j.dhjo.2011.08.003,42,Unmet needs; Home and community based services; Disabilities,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000296549600003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000305703100002,Transition from Home Care to Nursing Home: Unmet Needs in a Home- and Community-Based Program for Older Adults,"Robison, Julie; Shugrue, Noreen; Porter, Martha; Fortinsky, Richard H.; Curry, Leslie A.",JOURNAL OF AGING & SOCIAL POLICY,2012,10.1080/08959420.2012.676315,56,HCBS; long-term care; Medicaid waiver; mixed methods; rebalancing,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000305703100002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
